,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
406,406,1643764807000,Medicare How To Tips,TipsMedicare,"Confused?
Cut thru the confused with this step-by-step guide to Medicare.
Free eBook
https://t.co/krzSv3NRRI
Avoid… https://t.co/QwgFa6Rok7",0,2,"Confused?
Cut thru the confused with this step-by-step guide to Medicare.
Free eBook
https://t.co/krzSv3NRRI
Avoid…",[],[],[' https://t.co/QwgFa6Rok7'],"Confused
Cut thru the confused with this stepbystep guide to Medicare
Free eBook
httpstcokrzSv3NRRI
Avoid…","[Confused, 
, Cut, thru, the, confused, with, this, stepbystep, guide, to, Medicare, 
, Free, eBook, 
, httpstcokrzSv3NRRI, 
, Avoid, …]","['Confused', '\n', 'Cut', 'confused', 'stepbystep', 'guide', 'Medicare', '\n', 'Free', 'eBook', '\n', 'httpstcokrzSv3NRRI', '\n', 'Avoid', '…']","confus 
 cut confus stepbystep guid medicar 
 free ebook 
 httpstcokrzsv3nrri 
 avoid …",negative,"{'neg': 0.319, 'neu': 0.524, 'pos': 0.157, 'compound': -0.34}",-0.13333333333333333,0.7333333333333334
407,407,1643764656000,Kim Dacey WBAL,kimdaceywbal,Pfizer seeks fda approval for #covid vaccine for kids aged 6 months to 5 years #wbal,0,0,Pfizer seeks fda approval for  vaccine for kids aged 6 months to 5 years,[],"['#covid', '#wbal']",[],Pfizer seeks fda approval for  vaccine for kids aged 6 months to 5 years,"[Pfizer, seeks, fda, approval, for,  , vaccine, for, kids, aged, 6, months, to, 5, years]","['Pfizer', 'seeks', 'fda', 'approval', ' ', 'vaccine', 'kids', 'aged', '6', 'months', '5', 'years']",pfizer seek fda approv   vaccin kid age 6 month 5 year,positive,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",-0.1,0.4
408,408,1643764326000,🦠Just a Melbourne Kid during Covid 🦠,Justamelbkid,Child aged under 10 dies from COVID-19 in Queensland as state records 16 new deaths #covid #covid19 #covid19qld… https://t.co/1P6JP12Em0,3,1,Child aged under 10 dies from COVID-19 in Queensland as state records 16 new deaths   …,[],"['#covid', '#covid19', '#covid19qld']",[' https://t.co/1P6JP12Em0'],Child aged under 1 dies from COVID1 in Queensland as state records 16 new deaths   …,"[Child, aged, under, 1, dies, from, COVID1, in, Queensland, as, state, records, 16, new, deaths,   , …]","['Child', 'aged', '1', 'dies', 'COVID1', 'Queensland', 'state', 'records', '16', 'new', 'deaths', '  ', '…']",child age 1 die covid1 queensland state record 16 new death    …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.018181818181818174,0.42727272727272725
409,409,1643764291000,Timothy Karera,Tkarera,"#Covid updates in #Canada: 
3,066 Kcases(↑0.4%):ON accounts for 34%,QC(28%),AB(16%)&amp;others(22%)
34.0K deaths(↑0.5%)… https://t.co/L4U2QmXF0Q",0,0,"updates in : 
3,066 Kcases(↑0.4%):ON accounts for 34%,QC(28%),AB(16%)&amp;others(22%)
34.0K deaths(↑0.5%)…",[],"['#Covid', '#Canada']",[' https://t.co/L4U2QmXF0Q'],"updates in  
366 Kcases↑4ON accounts for 34QC28AB16ampothers22
34K deaths↑5…","[updates, in,  
, 366, Kcases↑4ON, accounts, for, 34QC28AB16ampothers22, 
, 34, K, deaths↑5, …]","['updates', ' \n', '366', 'Kcases↑4ON', 'accounts', '34QC28AB16ampothers22', '\n', '34', 'K', 'deaths↑5', '…']","updat  
 366 kcases↑4on account 34qc28ab16ampothers22 
 34 k deaths↑5 …",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
410,410,1643764035000,save DEMOCRACY,VippusaO,"WATCH &amp; SHARE THIS WITH PEOPLE YOU CARE ABOUT 
Booster vs. “natural immunity” 
#COVID
https://t.co/fbNQE0qI5t 01",0,0,"WATCH &amp; SHARE THIS WITH PEOPLE YOU CARE ABOUT 
Booster vs. “natural immunity” 

https://t.co/fbNQE0qI5t 01",[],['#COVID'],[],"WATCH amp SHARE THIS WITH PEOPLE YOU CARE ABOUT 
Booster vs “natural immunity” 

httpstcofbNQEqI5t 1","[WATCH, amp, SHARE, THIS, WITH, PEOPLE, YOU, CARE, ABOUT, 
, Booster, vs, “, natural, immunity, ”, 

, httpstcofbNQEqI5, t, 1]","['WATCH', 'amp', 'SHARE', 'PEOPLE', 'CARE', '\n', 'Booster', 'vs', '“', 'natural', 'immunity', '”', '\n\n', 'httpstcofbNQEqI5', 't', '1']","watch amp share peopl care 
 booster vs “ natur immun ” 

 httpstcofbnqeqi5 t 1",positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.7824}",0.1,0.4
411,411,1643763944000,Lee WalLetsWinTheEraIn22Zer🕎🐝✈️🚊🚗🚲,Lee4Pete,Those of us who supported @PeteButtigieg in his pres. campaign and follow his work now that he's @SecretaryPete int… https://t.co/Azv9lJutyL,17,5,Those of us who supported  in his pres. campaign and follow his work now that he's  int…,"['@PeteButtigieg', '@SecretaryPete']",[],[' https://t.co/Azv9lJutyL'],Those of us who supported  in his pres campaign and follow his work now that hes  int…,"[Those, of, us, who, supported,  , in, his, pres, campaign, and, follow, his, work, now, that, he, s,  , int, …]","['supported', ' ', 'pres', 'campaign', 'follow', 'work', 's', ' ', 'int', '…']",support   pre campaign follow work s   int …,positive,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.0,0.0
412,412,1643763811000,Gator,Hawkluver,My big Sissy died of #covid Laura Marion. Another great artist from Palos family lost to covid. An award winning cr… https://t.co/J0dFjjUGPb,0,0,My big Sissy died of  Laura Marion. Another great artist from Palos family lost to covid. An award winning cr…,[],['#covid'],[' https://t.co/J0dFjjUGPb'],My big Sissy died of  Laura Marion Another great artist from Palos family lost to covid An award winning cr…,"[My, big, Sissy, died, of,  , Laura, Marion, Another, great, artist, from, Palos, family, lost, to, covid, An, award, winning, cr, …]","['big', 'Sissy', 'died', ' ', 'Laura', 'Marion', 'great', 'artist', 'Palos', 'family', 'lost', 'covid', 'award', 'winning', 'cr', '…']",big sissi die   laura marion great artist palo famili lost covid award win cr …,positive,"{'neg': 0.185, 'neu': 0.47, 'pos': 0.345, 'compound': 0.7269}",0.43333333333333335,0.5333333333333333
413,413,1643763512000,Suzanne Painter,SRPainter,"If both people in household test #covid positive, only one with symptoms, do we isolate from each other?  Wear masks?",0,0,"If both people in household test  positive, only one with symptoms, do we isolate from each other?  Wear masks?",[],['#covid'],[],If both people in household test  positive only one with symptoms do we isolate from each other  Wear masks,"[If, both, people, in, household, test,  , positive, only, one, with, symptoms, do, we, isolate, from, each, other,  , Wear, masks]","['people', 'household', 'test', ' ', 'positive', 'symptoms', 'isolate', ' ', 'Wear', 'masks']",peopl household test   posit symptom isol   wear mask,positive,"{'neg': 0.079, 'neu': 0.747, 'pos': 0.174, 'compound': 0.4871}",0.03409090909090909,0.6401515151515151
414,414,1643763499000,save DEMOCRACY,VippusaO,"REAL PEOPLE ARE REALLY DYING FROM #COVID BECAUSE THEY’RE BELIEVING FAKE INFORMATION 
https://t.co/oDarjTvkvO",0,0,"REAL PEOPLE ARE REALLY DYING FROM  BECAUSE THEY’RE BELIEVING FAKE INFORMATION 
https://t.co/oDarjTvkvO",[],['#COVID'],[],"REAL PEOPLE ARE REALLY DYING FROM  BECAUSE THEY’RE BELIEVING FAKE INFORMATION 
httpstcooDarjTvkvO","[REAL, PEOPLE, ARE, REALLY, DYING, FROM,  , BECAUSE, THEY’RE, BELIEVING, FAKE, INFORMATION, 
, httpstcooDarjTvkvO]","['REAL', 'PEOPLE', 'DYING', ' ', 'THEY’RE', 'BELIEVING', 'FAKE', 'INFORMATION', '\n', 'httpstcooDarjTvkvO']","real peopl dy   they’r believ fake inform 
 httpstcoodarjtvkvo",negative,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.5904}",-0.033333333333333326,0.5
415,415,1643763489000,StarVision,Taekwondokid200,Covid whooped my ass in the first 3 quarters I made a 4th quarter comeback now I’m in overtime slowly building up my lead. #covid,0,0,Covid whooped my ass in the first 3 quarters I made a 4th quarter comeback now I’m in overtime slowly building up my lead.,[],['#covid'],[],Covid whooped my ass in the first 3 quarters I made a 4th quarter comeback now I’m in overtime slowly building up my lead,"[Covid, whooped, my, ass, in, the, first, 3, quarters, I, made, a, 4th, quarter, comeback, now, I, ’m, in, overtime, slowly, building, up, my, lead]","['Covid', 'whooped', 'ass', '3', 'quarters', '4th', 'quarter', 'comeback', 'overtime', 'slowly', 'building', 'lead']",covid whoop ass 3 quarter 4th quarter comeback overtim slowli build lead,negative,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}",-0.025000000000000022,0.36666666666666664
416,416,1643763387000,Bob Krause,KrauseForIowa,First the bad news! More pple move out of #Iowa each year than we lose to #Covid. But good news! We can build a wal… https://t.co/TyMn8x6N0P,7,2,First the bad news! More pple move out of  each year than we lose to . But good news! We can build a wal…,[],"['#Iowa', '#Covid']",[' https://t.co/TyMn8x6N0P'],First the bad news More pple move out of  each year than we lose to  But good news We can build a wal…,"[First, the, bad, news, More, pple, move, out, of,  , each, year, than, we, lose, to,  , But, good, news, We, can, build, a, wal, …]","['bad', 'news', 'pple', ' ', 'year', 'lose', ' ', 'good', 'news', 'build', 'wal', '…']",bad news pple   year lose   good news build wal …,negative,"{'neg': 0.17, 'neu': 0.69, 'pos': 0.14, 'compound': 0.3257}",0.18750000000000006,0.525
417,417,1643763082000,Dgen@T.O,MrDgen,"@disclosetv That impedes freedom of movement? But travel bans and vaccine mandates to travel don't? 
#Hypocrite… https://t.co/y3ygfZrwSE",2,0,"That impedes freedom of movement? But travel bans and vaccine mandates to travel don't? 
…",['@disclosetv'],['#Hypocrite'],[' https://t.co/y3ygfZrwSE'],"That impedes freedom of movement But travel bans and vaccine mandates to travel dont 
…","[That, impedes, freedom, of, movement, But, travel, bans, and, vaccine, mandates, to, travel, do, nt, 
, …]","['impedes', 'freedom', 'movement', 'travel', 'bans', 'vaccine', 'mandates', 'travel', 'nt', '\n', '…']","imped freedom movement travel ban vaccin mandat travel nt 
 …",positive,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.4515}",0.0,0.0
418,418,1643762919000,John E. Montana,JohnEMontana,"The punchline to the old joke in the medical profession is ""The operation was successful, but the patient died.” Th… https://t.co/JcE7QpCUHU",1,0,"The punchline to the old joke in the medical profession is ""The operation was successful, but the patient died.” Th…",[],[],[' https://t.co/JcE7QpCUHU'],The punchline to the old joke in the medical profession is The operation was successful but the patient died” Th…,"[The, punchline, to, the, old, joke, in, the, medical, profession, is, The, operation, was, successful, but, the, patient, died, ”, Th, …]","['punchline', 'old', 'joke', 'medical', 'profession', 'operation', 'successful', 'patient', 'died', '”', 'Th', '…']",punchlin old joke medic profess oper success patient die ” th …,positive,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4588}",0.2833333333333333,0.3833333333333333
419,419,1643762817000,Grand Opportunity USA - GOUSA,Opportunity4USA,The FDA is about to approve a vaccine - that doesn't stop Covid contraction or transmission - for an age group to w… https://t.co/uLVMywr7dK,4,0,The FDA is about to approve a vaccine - that doesn't stop Covid contraction or transmission - for an age group to w…,[],[],[' https://t.co/uLVMywr7dK'],The FDA is about to approve a vaccine  that doesnt stop Covid contraction or transmission  for an age group to w…,"[The, FDA, is, about, to, approve, a, vaccine,  , that, does, nt, stop, Covid, contraction, or, transmission,  , for, an, age, group, to, w, …]","['FDA', 'approve', 'vaccine', ' ', 'nt', 'stop', 'Covid', 'contraction', 'transmission', ' ', 'age', 'group', 'w', '…']",fda approv vaccin   nt stop covid contract transmiss   age group w …,positive,"{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.2235}",0.0,0.0
420,420,1643762814000,"Ebony Jade Hilton, MD",EbonyJHilton_MD,"I’ve said it once, I will say it again…
If you lose 2 of your 5 senses we have to consider that loss of brain funct… https://t.co/gf2bOg8svc",137,64,"I’ve said it once, I will say it again…
If you lose 2 of your 5 senses we have to consider that loss of brain funct…",[],[],[' https://t.co/gf2bOg8svc'],"I’ve said it once I will say it again…
If you lose 2 of your 5 senses we have to consider that loss of brain funct…","[I, ’ve, said, it, once, I, will, say, it, again, …, 
, If, you, lose, 2, of, your, 5, senses, we, have, to, consider, that, loss, of, brain, funct, …]","['said', '…', '\n', 'lose', '2', '5', 'senses', 'consider', 'loss', 'brain', 'funct', '…']","said … 
 lose 2 5 sens consid loss brain funct …",negative,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.6124}",0.0,0.0
421,421,1643762802000,ユキラノ,YuKitsuneYoukai,"Got my booster for the Covid Vaccine. I got the shot in the morning, and around 4 hours later had breathing problem… https://t.co/tcdvo10s9c",4,0,"Got my booster for the Covid Vaccine. I got the shot in the morning, and around 4 hours later had breathing problem…",[],[],[' https://t.co/tcdvo10s9c'],Got my booster for the Covid Vaccine I got the shot in the morning and around 4 hours later had breathing problem…,"[Got, my, booster, for, the, Covid, Vaccine, I, got, the, shot, in, the, morning, and, around, 4, hours, later, had, breathing, problem, …]","['Got', 'booster', 'Covid', 'Vaccine', 'got', 'shot', 'morning', '4', 'hours', 'later', 'breathing', 'problem', '…']",got booster covid vaccin got shot morn 4 hour later breath problem …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
422,422,1643762636000,Lisa C,SocialJusticeNM,@Jagwitch Same here in #NewMexico Waiting on #COVID test kits,0,0,Same here in  Waiting on  test kits,['@Jagwitch'],"['#NewMexico', '#COVID']",[],Same here in  Waiting on  test kits,"[Same, here, in,  , Waiting, on,  , test, kits]","[' ', 'Waiting', ' ', 'test', 'kits']",  wait   test kit,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.125
423,423,1643762630000,Deja Fantasia,DejaDemocrat,"@CNN Imagine giving your 6 month old an Emergency Authorized, untested vaccine against the common cold. My 8 childr… https://t.co/qD4b33lIr5",0,0,"Imagine giving your 6 month old an Emergency Authorized, untested vaccine against the common cold. My 8 childr…",['@CNN'],[],[' https://t.co/qD4b33lIr5'],Imagine giving your 6 month old an Emergency Authorized untested vaccine against the common cold My 8 childr…,"[Imagine, giving, your, 6, month, old, an, Emergency, Authorized, untested, vaccine, against, the, common, cold, My, 8, childr, …]","['Imagine', 'giving', '6', 'month', 'old', 'Emergency', 'Authorized', 'untested', 'vaccine', 'common', 'cold', '8', 'childr', '…']",imagin give 6 month old emerg author untest vaccin common cold 8 childr …,negative,"{'neg': 0.137, 'neu': 0.737, 'pos': 0.126, 'compound': -0.0516}",-0.26666666666666666,0.5666666666666667
424,424,1643762589000,Alice ResistanceUnited,JustMom_Ali,Thank you @POTUS @VP for your diligence #coronavirus #covidtest I urge everyone to stay the course #WearAMask… https://t.co/J8H9riwT9j,3,1,Thank you   for your diligence   I urge everyone to stay the course …,"['@POTUS', '@VP']","['#coronavirus', '#covidtest', '#WearAMask']",[' https://t.co/J8H9riwT9j'],Thank you   for your diligence   I urge everyone to stay the course …,"[Thank, you,   , for, your, diligence,   , I, urge, everyone, to, stay, the, course, …]","['Thank', '  ', 'diligence', '  ', 'urge', 'stay', 'course', '…']",thank    dilig    urg stay cours …,positive,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.0
425,425,1643762513000,HK,khs3737,Get vaccinated! #COVID #GetVaccinatedNow #JustinTrudeau #supportpmThudeau,0,0,Get vaccinated!,[],"['#COVID', '#GetVaccinatedNow', '#JustinTrudeau', '#supportpmThudeau']",[],Get vaccinated,"[Get, vaccinated]",['vaccinated'],vaccin,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
426,426,1643762446000,Korak Sarkar,koraksarkar_M3D,A small but significant proportion of the population remains ineligible for the #covid #vax. Hopefully that will ch… https://t.co/mjzNrIvMRE,2,0,A small but significant proportion of the population remains ineligible for the  . Hopefully that will ch…,[],"['#covid', '#vax']",[' https://t.co/mjzNrIvMRE'],A small but significant proportion of the population remains ineligible for the   Hopefully that will ch…,"[A, small, but, significant, proportion, of, the, population, remains, ineligible, for, the,   , Hopefully, that, will, ch, …]","['small', 'significant', 'proportion', 'population', 'remains', 'ineligible', '  ', 'Hopefully', 'ch', '…']",small signific proport popul remain inelig    hope ch …,positive,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.6956}",0.0625,0.6375
427,427,1643762211000,Caroline Hudson,CBJHudson,Federal disaster team to help cover shifts @AtriumHealth's Pineville hospital as latest #Covid surge continues https://t.co/3sBJzm7Smc,0,0,Federal disaster team to help cover shifts 's Pineville hospital as latest  surge continues,['@AtriumHealth'],['#Covid'],[' https://t.co/3sBJzm7Smc'],Federal disaster team to help cover shifts s Pineville hospital as latest  surge continues,"[Federal, disaster, team, to, help, cover, shifts, s, Pineville, hospital, as, latest,  , surge, continues]","['Federal', 'disaster', 'team', 'help', 'cover', 'shifts', 's', 'Pineville', 'hospital', 'latest', ' ', 'surge', 'continues']",feder disast team help cover shift s pinevil hospit latest   surg continu,negative,"{'neg': 0.218, 'neu': 0.638, 'pos': 0.144, 'compound': -0.34}",0.5,0.9
428,428,1643762092000,barefoot_wanderer 👣,copatt75,"#Covid, day 1 (or day 3, depending on how you count). Yesterday was worse. https://t.co/iSljNrjpzr",3,0,", day 1 (or day 3, depending on how you count). Yesterday was worse.",[],['#Covid'],[' https://t.co/iSljNrjpzr'], day 1 or day 3 depending on how you count Yesterday was worse,"[ , day, 1, or, day, 3, depending, on, how, you, count, Yesterday, was, worse]","[' ', 'day', '1', 'day', '3', 'depending', 'count', 'Yesterday', 'worse']",  day 1 day 3 depend count yesterday wors,negative,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4,0.6
429,429,1643762054000,USAS - Happy Holidays!,USAS_WW1,"@RupakChatto @FGVBrazil @ForumFed Wow, congratulations! Brazil has suffered so much with terrible leadership during #COVID.",1,0,"Wow, congratulations! Brazil has suffered so much with terrible leadership during .","['@RupakChatto', '@FGVBrazil', '@ForumFed']",['#COVID'],[],Wow congratulations Brazil has suffered so much with terrible leadership during ,"[Wow, congratulations, Brazil, has, suffered, so, much, with, terrible, leadership, during]","['Wow', 'congratulations', 'Brazil', 'suffered', 'terrible', 'leadership']",wow congratul brazil suffer terribl leadership,positive,"{'neg': 0.304, 'neu': 0.325, 'pos': 0.371, 'compound': 0.346}",-0.225,0.7333333333333334
430,430,1643761860000,angela hayden,heyange,SEEMS CANADA IS FULL OF SUPER HEROES ..THE FARMERS JUST JOINED THE CONVOY ...ALONG WITH THE TOW TRUCK DRIVERS (THEY… https://t.co/7ilDezTWyS,4,1,SEEMS CANADA IS FULL OF SUPER HEROES ..THE FARMERS JUST JOINED THE CONVOY ...ALONG WITH THE TOW TRUCK DRIVERS (THEY…,[],[],[' https://t.co/7ilDezTWyS'],SEEMS CANADA IS FULL OF SUPER HEROES THE FARMERS JUST JOINED THE CONVOY ALONG WITH THE TOW TRUCK DRIVERS THEY…,"[SEEMS, CANADA, IS, FULL, OF, SUPER, HEROES, THE, FARMERS, JUST, JOINED, THE, CONVOY, ALONG, WITH, THE, TOW, TRUCK, DRIVERS, THEY, …]","['CANADA', 'SUPER', 'HEROES', 'FARMERS', 'JOINED', 'CONVOY', 'TOW', 'TRUCK', 'DRIVERS', '…']",canada super hero farmer join convoy tow truck driver …,positive,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.802}",0.3416666666666667,0.6083333333333334
431,431,1643761827000,Heidi Hatch KUTV,tvheidihatch,"28 day look at Utah case counts 1/1- 1/29
#utah #covid #breakthrough
CASES
110,165 Unvaccinated/not fully vaxed
102… https://t.co/TblSzh4vN3",4,2,"28 day look at Utah case counts 1/1- 1/29
  
CASES
110,165 Unvaccinated/not fully vaxed
102…",[],"['#utah', '#covid', '#breakthrough']",[' https://t.co/TblSzh4vN3'],"28 day look at Utah case counts 11 12
  
CASES
11165 Unvaccinatednot fully vaxed
12…","[28, day, look, at, Utah, case, counts, 11, 12, 
  
, CASES, 
, 11165, Unvaccinatednot, fully, vaxed, 
, 12, …]","['28', 'day', 'look', 'Utah', 'case', 'counts', '11', '12', '\n  \n', 'CASES', '\n', '11165', 'Unvaccinatednot', 'fully', 'vaxed', '\n', '12', '…']","28 day look utah case count 11 12 
  
 case 
 11165 unvaccinatednot fulli vax 
 12 …",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
432,432,1643761803000,NFID,NFIDvaccines,#COVID-19 #Vaccine Update: @Novavax submits request to @US_FDA for Emergency Use Authorization of protein-based COV… https://t.co/oql40CGlIZ,0,0,-19  Update:  submits request to _FDA for Emergency Use Authorization of protein-based COV…,"['@Novavax', '@US']","['#COVID', '#Vaccine']",[' https://t.co/oql40CGlIZ'],1  Update  submits request to FDA for Emergency Use Authorization of proteinbased COV…,"[1,  , Update,  , submits, request, to, FDA, for, Emergency, Use, Authorization, of, proteinbased, COV, …]","['1', ' ', 'Update', ' ', 'submits', 'request', 'FDA', 'Emergency', 'Use', 'Authorization', 'proteinbased', 'COV', '…']",1   updat   submit request fda emerg use author proteinbas cov …,negative,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",0.0,0.0
433,433,1643761732000,Jeff Ramage,jefframage,Listening to the @YourAlberta #Covid update today meant listening to @sunrickbell and his “question” for @jkenney.… https://t.co/07tQwiRf5O,1,0,Listening to the   update today meant listening to  and his “question” for .…,"['@YourAlberta', '@sunrickbell', '@jkenney']",['#Covid'],[' https://t.co/07tQwiRf5O'],Listening to the   update today meant listening to  and his “question” for …,"[Listening, to, the,   , update, today, meant, listening, to,  , and, his, “, question, ”, for, …]","['Listening', '  ', 'update', 'today', 'meant', 'listening', ' ', '“', 'question', '”', '…']",listen    updat today meant listen   “ question ” …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
434,434,1643761327000,Michael Coker,ccokermn,3-Year-Old Boy Refused Heart Surgery Because Parents Were Unvaccinated Against COVID-19 https://t.co/xRkvjM67iC #covid #news #vaccinemandate,0,1,3-Year-Old Boy Refused Heart Surgery Because Parents Were Unvaccinated Against COVID-19,[],"['#covid', '#news', '#vaccinemandate']",[' https://t.co/xRkvjM67iC'],3YearOld Boy Refused Heart Surgery Because Parents Were Unvaccinated Against COVID1,"[3YearOld, Boy, Refused, Heart, Surgery, Because, Parents, Were, Unvaccinated, Against, COVID1]","['3YearOld', 'Boy', 'Refused', 'Heart', 'Surgery', 'Parents', 'Unvaccinated', 'COVID1']",3yearold boy refus heart surgeri parent unvaccin covid1,negative,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0.0,0.0
435,435,1643761277000,EagleNext Business Copywriting B2B,EagleNextCopy,Can you spell “fraud”? #Pfizer Asks FDA to Authorize #COVID Vaccine for Kids Under 5 https://t.co/dMaoZ1HlVS,0,0,Can you spell “fraud”?  Asks FDA to Authorize  Vaccine for Kids Under 5,[],"['#Pfizer', '#COVID']",[' https://t.co/dMaoZ1HlVS'],Can you spell “fraud”  Asks FDA to Authorize  Vaccine for Kids Under 5,"[Can, you, spell, “, fraud, ”,  , Asks, FDA, to, Authorize,  , Vaccine, for, Kids, Under, 5]","['spell', '“', 'fraud', '”', ' ', 'Asks', 'FDA', 'Authorize', ' ', 'Vaccine', 'Kids', '5']",spell “ fraud ”   ask fda author   vaccin kid 5,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
436,436,1643761254000,First Citizen,1stcitizen,@RepThomasMassie It is a fact the the debt clock flew through $30 trillion today. Anyone out celebrating with their… https://t.co/8zXCXvYnRZ,1,0,It is a fact the the debt clock flew through $30 trillion today. Anyone out celebrating with their…,['@RepThomasMassie'],[],[' https://t.co/8zXCXvYnRZ'],It is a fact the the debt clock flew through 3 trillion today Anyone out celebrating with their…,"[It, is, a, fact, the, the, debt, clock, flew, through, 3, trillion, today, Anyone, out, celebrating, with, their, …]","['fact', 'debt', 'clock', 'flew', '3', 'trillion', 'today', 'celebrating', '…']",fact debt clock flew 3 trillion today celebr …,positive,"{'neg': 0.118, 'neu': 0.708, 'pos': 0.175, 'compound': 0.296}",0.0,0.0
437,437,1643761114000,Denise D.🇺🇦,NiseyDsk,"Rogan, suggesting young ppl not get vaccinated or use Ivermectin -a horse dewormer used to treat parasite infection… https://t.co/zTHJ4oD0Cg",1,0,"Rogan, suggesting young ppl not get vaccinated or use Ivermectin -a horse dewormer used to treat parasite infection…",[],[],[' https://t.co/zTHJ4oD0Cg'],Rogan suggesting young ppl not get vaccinated or use Ivermectin a horse dewormer used to treat parasite infection…,"[Rogan, suggesting, young, ppl, not, get, vaccinated, or, use, Ivermectin, a, horse, dewormer, used, to, treat, parasite, infection, …]","['Rogan', 'suggesting', 'young', 'ppl', 'vaccinated', 'use', 'Ivermectin', 'horse', 'dewormer', 'treat', 'parasite', 'infection', '…']",rogan suggest young ppl vaccin use ivermectin hors deworm treat parasit infect …,positive,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.1,0.4
438,438,1643761010000,Thursday's Child,Swoopy,Couldn’t ever get @GovKemp to visit a hospital when we were stacking up #COVID patients in the morgue last Winter.… https://t.co/nAjG92IqKp,12,0,Couldn’t ever get  to visit a hospital when we were stacking up  patients in the morgue last Winter.…,['@GovKemp'],['#COVID'],[' https://t.co/nAjG92IqKp'],Couldn’t ever get  to visit a hospital when we were stacking up  patients in the morgue last Winter…,"[Could, n’t, ever, get,  , to, visit, a, hospital, when, we, were, stacking, up,  , patients, in, the, morgue, last, Winter, …]","[' ', 'visit', 'hospital', 'stacking', ' ', 'patients', 'morgue', 'Winter', '…']",  visit hospit stack   patient morgu winter …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.06666666666666667
439,439,1643760974000,Joshua Okerson,authorjdokerson,"Check out Michael on Saatchi Art!
.
https://t.co/qYROHdT5jv
.
#tuesdayvibe #art #ArtistOnTwitter #ibes #coronadebat… https://t.co/N0VxSQwZd1",2,1,"Check out Michael on Saatchi Art!
.
https://t.co/qYROHdT5jv
.
    …",[],"['#tuesdayvibe', '#art', '#ArtistOnTwitter', '#ibes', '#coronadebat']",[' https://t.co/N0VxSQwZd1'],"Check out Michael on Saatchi Art

httpstcoqYROHdT5jv

    …","[Check, out, Michael, on, Saatchi, Art, 

, httpstcoqYROHdT5jv, 

    , …]","['Check', 'Michael', 'Saatchi', 'Art', '\n\n', 'httpstcoqYROHdT5jv', '\n\n    ', '…']","check michael saatchi art 

 httpstcoqyrohdt5jv 

     …",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
