,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text
590,1643732813000,opposeBrexit & FortressUK,az0zone,@tesconews  You removed fish counters from stores due to #Covid and since #Brexit there is very little fresh fish c… https://t.co/f3doWANaqW,0,0,You removed fish counters from stores due to  and since  there is very little fresh fish c…,['@tesconews'],"['#Covid', '#Brexit']",[' https://t.co/f3doWANaqW'],You removed fish counters from stores due to  and since  there is very little fresh fish c…,"[You, removed, fish, counters, from, stores, due, to,  , and, since,  , there, is, very, little, fresh, fish, c, …]","['removed', 'fish', 'counters', 'stores', ' ', ' ', 'little', 'fresh', 'fish', 'c', '…']",remov fish counter store     littl fresh fish c …
591,1643732392000,freedom_of_speech,LaylaHa09781592,Day 7 with COVID #COVID,0,0,Day 7 with COVID,[],['#COVID'],[],Day 7 with COVID,"[Day, 7, with, COVID]","['Day', '7', 'COVID']",day 7 covid
592,1643732318000,The Independent,Independent,R Kelly granted extension to file appeal after contracting #Covid in prison https://t.co/NYCuTPvaKT,3,1,R Kelly granted extension to file appeal after contracting  in prison,[],['#Covid'],[' https://t.co/NYCuTPvaKT'],R Kelly granted extension to file appeal after contracting  in prison,"[R, Kelly, granted, extension, to, file, appeal, after, contracting,  , in, prison]","['R', 'Kelly', 'granted', 'extension', 'file', 'appeal', 'contracting', ' ', 'prison']",r kelli grant extens file appeal contract   prison
593,1643732279000,Sophia Gillett,sophiagillett,Looking to speak to individuals in the Islington area about the new post-covid green recovery plan by Islington Cou… https://t.co/7MKSzceamZ,3,3,Looking to speak to individuals in the Islington area about the new post-covid green recovery plan by Islington Cou…,[],[],[' https://t.co/7MKSzceamZ'],Looking to speak to individuals in the Islington area about the new postcovid green recovery plan by Islington Cou…,"[Looking, to, speak, to, individuals, in, the, Islington, area, about, the, new, postcovid, green, recovery, plan, by, Islington, Cou, …]","['Looking', 'speak', 'individuals', 'Islington', 'area', 'new', 'postcovid', 'green', 'recovery', 'plan', 'Islington', 'Cou', '…']",look speak individu islington area new postcovid green recoveri plan islington cou …
594,1643732236000,David Grainger,sciencescanner,@RMCunliffe Even more comical than the “singing Happy Birthday while washing your hands” madness - even then it was… https://t.co/BgUohSnEID,1,0,Even more comical than the “singing Happy Birthday while washing your hands” madness - even then it was…,['@RMCunliffe'],[],[' https://t.co/BgUohSnEID'],Even more comical than the “singing Happy Birthday while washing your hands” madness  even then it was…,"[Even, more, comical, than, the, “, singing, Happy, Birthday, while, washing, your, hands, ”, madness,  , even, then, it, was, …]","['comical', '“', 'singing', 'Happy', 'Birthday', 'washing', 'hands', '”', 'madness', ' ', '…']",comic “ sing happi birthday wash hand ” mad   …
595,1643732165000,Unify,UnifyGiving,Healing Homelessness Together – a series about effects of homelessness and how communities can help solve it 💚 Nice… https://t.co/osmci7nune,1,0,Healing Homelessness Together – a series about effects of homelessness and how communities can help solve it 💚 Nice…,[],[],[' https://t.co/osmci7nune'],Healing Homelessness Together  a series about effects of homelessness and how communities can help solve it 💚 Nice…,"[Healing, Homelessness, Together,  , a, series, about, effects, of, homelessness, and, how, communities, can, help, solve, it, 💚, Nice, …]","['Healing', 'Homelessness', ' ', 'series', 'effects', 'homelessness', 'communities', 'help', 'solve', '💚', 'Nice', '…']",heal homeless   seri effect homeless commun help solv 💚 nice …
596,1643732139000,arwen white MCCT 🇪🇺 💙,arwenwhite,"Can't smell an awful lot with #Covid. Got a couple of Yankee candles burning, but can't smell a thing.",1,0,"Can't smell an awful lot with . Got a couple of Yankee candles burning, but can't smell a thing.",[],['#Covid'],[],Cant smell an awful lot with  Got a couple of Yankee candles burning but cant smell a thing,"[Ca, nt, smell, an, awful, lot, with,  , Got, a, couple, of, Yankee, candles, burning, but, ca, nt, smell, a, thing]","['nt', 'smell', 'awful', 'lot', ' ', 'Got', 'couple', 'Yankee', 'candles', 'burning', 'nt', 'smell', 'thing']",nt smell aw lot   got coupl yanke candl burn nt smell thing
597,1643731962000,J Andrew Evans: Author🏴󠁧󠁢󠁷󠁬󠁳󠁿NoDMs,J_Andrew_Evans,#No10 refuses to say if it will reveal if #BorisJohnson is fined over #Covid breach — #Coverup in full motion  https://t.co/QTOyyCUpPb,0,0,refuses to say if it will reveal if  is fined over  breach —  in full motion,[],"['#No10', '#BorisJohnson', '#Covid', '#Coverup']",[' https://t.co/QTOyyCUpPb'],refuses to say if it will reveal if  is fined over  breach —  in full motion,"[refuses, to, say, if, it, will, reveal, if,  , is, fined, over,  , breach, —,  , in, full, motion]","['refuses', 'reveal', ' ', 'fined', ' ', 'breach', '—', ' ', 'motion']",refus reveal   fine   breach —   motion
598,1643731835000,Alec Mackenzie,AlecSocial,"RT @LockdownRisk: UK Government: Lamentable, Woeful, Non-Compliant... https://t.co/MpbJI1XQhr

#financialcrime… https://t.co/214vgQ8Q4h",1,1,"RT : UK Government: Lamentable, Woeful, Non-Compliant...

…",['@LockdownRisk'],['#financialcrime'],"[' https://t.co/MpbJI1XQhr', ' https://t.co/214vgQ8Q4h']","RT  UK Government Lamentable Woeful NonCompliant

…","[RT,  , UK, Government, Lamentable, Woeful, NonCompliant, 

, …]","['RT', ' ', 'UK', 'Government', 'Lamentable', 'Woeful', 'NonCompliant', '\n\n', '…']","rt   uk govern lament woeful noncompli 

 …"
599,1643731765000,Clive Welsh,clivewelsh5,Despite @JuliaHB1 continuously saying masks don’t work: World’s doctors have either mandated or recommended… https://t.co/WsT0OXgs7a,1,1,Despite  continuously saying masks don’t work: World’s doctors have either mandated or recommended…,['@JuliaHB1'],[],[' https://t.co/WsT0OXgs7a'],Despite  continuously saying masks don’t work World’s doctors have either mandated or recommended…,"[Despite,  , continuously, saying, masks, do, n’t, work, World, ’s, doctors, have, either, mandated, or, recommended, …]","['Despite', ' ', 'continuously', 'saying', 'masks', 'work', 'World', 'doctors', 'mandated', 'recommended', '…']",despit   continu say mask work world doctor mandat recommend …
600,1643731721000,Mr Mick NL 🇳🇱,steelclogs,"Shocking.
200,000  British people dead from #covid is half the number of Jews killed in Romania by Romanians in WW2… https://t.co/b2UHTF7rI2",0,0,"Shocking.
200,000  British people dead from  is half the number of Jews killed in Romania by Romanians in WW2…",[],['#covid'],[' https://t.co/b2UHTF7rI2'],"Shocking
2  British people dead from  is half the number of Jews killed in Romania by Romanians in WW2…","[Shocking, 
, 2,  , British, people, dead, from,  , is, half, the, number, of, Jews, killed, in, Romania, by, Romanians, in, WW2, …]","['Shocking', '\n', '2', ' ', 'British', 'people', 'dead', ' ', 'half', 'number', 'Jews', 'killed', 'Romania', 'Romanians', 'WW2', '…']","shock 
 2   british peopl dead   half number jew kill romania romanian ww2 …"
601,1643731579000,Danielhbrown,danielhillel,"Counter-intuitive as it might seem, the Coronavirus-19 is teaching us valuable lessons on how to handle adversity a… https://t.co/2NpBaVGioW",0,0,"Counter-intuitive as it might seem, the Coronavirus-19 is teaching us valuable lessons on how to handle adversity a…",[],[],[' https://t.co/2NpBaVGioW'],Counterintuitive as it might seem the Coronavirus1 is teaching us valuable lessons on how to handle adversity a…,"[Counterintuitive, as, it, might, seem, the, Coronavirus1, is, teaching, us, valuable, lessons, on, how, to, handle, adversity, a, …]","['Counterintuitive', 'Coronavirus1', 'teaching', 'valuable', 'lessons', 'handle', 'adversity', '…']",counterintuit coronavirus1 teach valuabl lesson handl advers …
602,1643731481000,Bexley News - Making Bexley Even Better,bexleynews,"As part of our support and backing of our local high streets and local businesses, #Bexley’s Council is able to pro… https://t.co/hvsbTETCww",4,3,"As part of our support and backing of our local high streets and local businesses, ’s Council is able to pro…",[],['#Bexley'],[' https://t.co/hvsbTETCww'],As part of our support and backing of our local high streets and local businesses ’s Council is able to pro…,"[As, part, of, our, support, and, backing, of, our, local, high, streets, and, local, businesses, ’s, Council, is, able, to, pro, …]","['support', 'backing', 'local', 'high', 'streets', 'local', 'businesses', 'Council', 'able', 'pro', '…']",support back local high street local busi council abl pro …
603,1643731454000,Intensive Care Nurse,IC_nurse,"No critical care covid admissions over the past few nights, #covid unit reduced in size . Even managed to do some t… https://t.co/59I6dVJNCx",8,0,"No critical care covid admissions over the past few nights,  unit reduced in size . Even managed to do some t…",[],['#covid'],[' https://t.co/59I6dVJNCx'],No critical care covid admissions over the past few nights  unit reduced in size  Even managed to do some t…,"[No, critical, care, covid, admissions, over, the, past, few, nights,  , unit, reduced, in, size,  , Even, managed, to, do, some, t, …]","['critical', 'care', 'covid', 'admissions', 'past', 'nights', ' ', 'unit', 'reduced', 'size', ' ', 'managed', 't', '…']",critic care covid admiss past night   unit reduc size   manag t …
604,1643731409000,Dark Politricks RT,darkpoltweeter,"A very odd thing happened in the USA over the last 2 years and the #COVID pandemic. The left, liberal, and mostly D… https://t.co/mLtwBVQLGb",0,0,"A very odd thing happened in the USA over the last 2 years and the  pandemic. The left, liberal, and mostly D…",[],['#COVID'],[' https://t.co/mLtwBVQLGb'],A very odd thing happened in the USA over the last 2 years and the  pandemic The left liberal and mostly D…,"[A, very, odd, thing, happened, in, the, USA, over, the, last, 2, years, and, the,  , pandemic, The, left, liberal, and, mostly, D, …]","['odd', 'thing', 'happened', 'USA', '2', 'years', ' ', 'pandemic', 'left', 'liberal', 'D', '…']",odd thing happen usa 2 year   pandem left liber d …
605,1643731390000,The Independent,Independent,"As cases spike, Denmark lifts all #Covid restrictions https://t.co/fiiUBk6M8E",5,0,"As cases spike, Denmark lifts all  restrictions",[],['#Covid'],[' https://t.co/fiiUBk6M8E'],As cases spike Denmark lifts all  restrictions,"[As, cases, spike, Denmark, lifts, all,  , restrictions]","['cases', 'spike', 'Denmark', 'lifts', ' ', 'restrictions']",case spike denmark lift   restrict
606,1643731386000,West Sussex County Council,WSCCNews,Test before you meet others in crowded indoor places or meeting someone who is at higher risk of getting seriously… https://t.co/JP1mDnuWrl,3,3,Test before you meet others in crowded indoor places or meeting someone who is at higher risk of getting seriously…,[],[],[' https://t.co/JP1mDnuWrl'],Test before you meet others in crowded indoor places or meeting someone who is at higher risk of getting seriously…,"[Test, before, you, meet, others, in, crowded, indoor, places, or, meeting, someone, who, is, at, higher, risk, of, getting, seriously, …]","['Test', 'meet', 'crowded', 'indoor', 'places', 'meeting', 'higher', 'risk', 'getting', 'seriously', '…']",test meet crowd indoor place meet higher risk get serious …
607,1643731386000,North Yorkshire CC,northyorkscc,"Fresh air helps to protect against the spread of COVID-19.

The more time you spend outdoors with others, you reduc… https://t.co/5m0LjjOES5",0,0,"Fresh air helps to protect against the spread of COVID-19.

The more time you spend outdoors with others, you reduc…",[],[],[' https://t.co/5m0LjjOES5'],"Fresh air helps to protect against the spread of COVID1

The more time you spend outdoors with others you reduc…","[Fresh, air, helps, to, protect, against, the, spread, of, COVID1, 

, The, more, time, you, spend, outdoors, with, others, you, reduc, …]","['Fresh', 'air', 'helps', 'protect', 'spread', 'COVID1', '\n\n', 'time', 'spend', 'outdoors', 'reduc', '…']","fresh air help protect spread covid1 

 time spend outdoor reduc …"
608,1643731385000,EPUT,EPUTNHS,"Walk-in or book your #Covid-19 #jabs at Thurrock vaccination centre THIS WEEK between 8:30am &amp; 7:30pm

Tuesday 1 Fe… https://t.co/REBauceJXU",0,0,"Walk-in or book your -19  at Thurrock vaccination centre THIS WEEK between 8:30am &amp; 7:30pm

Tuesday 1 Fe…",[],"['#Covid', '#jabs']",[' https://t.co/REBauceJXU'],"Walkin or book your 1  at Thurrock vaccination centre THIS WEEK between 83am amp 73pm

Tuesday 1 Fe…","[Walkin, or, book, your, 1,  , at, Thurrock, vaccination, centre, THIS, WEEK, between, 83am, amp, 73pm, 

, Tuesday, 1, Fe, …]","['Walkin', 'book', '1', ' ', 'Thurrock', 'vaccination', 'centre', 'WEEK', '83am', 'amp', '73pm', '\n\n', 'Tuesday', '1', 'Fe', '…']","walkin book 1   thurrock vaccin centr week 83am amp 73pm 

 tuesday 1 fe …"
609,1643731304000,Healthwatch Warwickshire,HealthwatchWarw,"Can the vaccine give me COVID?
No. The current vaccines being used in England do not contain any active COVID virus… https://t.co/qSCo5lRlKO",1,1,"Can the vaccine give me COVID?
No. The current vaccines being used in England do not contain any active COVID virus…",[],[],[' https://t.co/qSCo5lRlKO'],"Can the vaccine give me COVID
No The current vaccines being used in England do not contain any active COVID virus…","[Can, the, vaccine, give, me, COVID, 
, No, The, current, vaccines, being, used, in, England, do, not, contain, any, active, COVID, virus, …]","['vaccine', 'COVID', '\n', 'current', 'vaccines', 'England', 'contain', 'active', 'COVID', 'virus', '…']","vaccin covid 
 current vaccin england contain activ covid viru …"
610,1643731260000,DR Sports,drsportsmedia,"The rule isn't expected to impact any drivers with all understood to be vaccinated. 🏎

The FIA will consider any ex… https://t.co/fPPBVuwqLf",33,2,"The rule isn't expected to impact any drivers with all understood to be vaccinated. 🏎

The FIA will consider any ex…",[],[],[' https://t.co/fPPBVuwqLf'],"The rule isnt expected to impact any drivers with all understood to be vaccinated 🏎

The FIA will consider any ex…","[The, rule, is, nt, expected, to, impact, any, drivers, with, all, understood, to, be, vaccinated, 🏎, 

, The, FIA, will, consider, any, ex, …]","['rule', 'nt', 'expected', 'impact', 'drivers', 'understood', 'vaccinated', '🏎', '\n\n', 'FIA', 'consider', 'ex', '…']","rule nt expect impact driver understood vaccin 🏎 

 fia consid ex …"
611,1643731248000,DHL Global Trade,DHLGlobal,"#China's aggressive #COVID policies may affect global #SupplyChains, leading many to rethink supply strategies. Rea… https://t.co/0nueZ19f8I",1,0,"'s aggressive  policies may affect global , leading many to rethink supply strategies. Rea…",[],"['#China', '#COVID', '#SupplyChains']",[' https://t.co/0nueZ19f8I'],s aggressive  policies may affect global  leading many to rethink supply strategies Rea…,"[s, aggressive,  , policies, may, affect, global,  , leading, many, to, rethink, supply, strategies, Rea, …]","['s', 'aggressive', ' ', 'policies', 'affect', 'global', ' ', 'leading', 'rethink', 'supply', 'strategies', 'Rea', '…']",s aggress   polici affect global   lead rethink suppli strategi rea …
612,1643731219000,Citizens Advice Staffs North & S-oT,SNS_CAB,"No one should feel unsafe at work.
If you're worried about returning to the office, our advice can help ⤵️… https://t.co/yrwmSLeqXk",0,1,"No one should feel unsafe at work.
If you're worried about returning to the office, our advice can help ⤵️…",[],[],[' https://t.co/yrwmSLeqXk'],"No one should feel unsafe at work
If youre worried about returning to the office our advice can help ⤵️…","[No, one, should, feel, unsafe, at, work, 
, If, you, re, worried, about, returning, to, the, office, our, advice, can, help, ⤵️, …]","['feel', 'unsafe', 'work', '\n', 'worried', 'returning', 'office', 'advice', 'help', '⤵️', '…']","feel unsaf work 
 worri return offic advic help ⤵️ …"
613,1643731189000,Gren Gale at PM Results,PM_Results,“You don’t lead by hitting people over the head – that’s assault not leadership”.   Project Managers need to show l… https://t.co/DeBwyjDaFV,2,1,“You don’t lead by hitting people over the head – that’s assault not leadership”.   Project Managers need to show l…,[],[],[' https://t.co/DeBwyjDaFV'],“You don’t lead by hitting people over the head  that’s assault not leadership”   Project Managers need to show l…,"[“, You, do, n’t, lead, by, hitting, people, over, the, head,  , that, ’s, assault, not, leadership, ”,   , Project, Managers, need, to, show, l, …]","['“', 'lead', 'hitting', 'people', 'head', ' ', 'assault', 'leadership', '”', '  ', 'Project', 'Managers', 'need', 'l', '…']",“ lead hit peopl head   assault leadership ”    project manag need l …
614,1643730927000,Krzysztof Potempa,BRAINCURES,@do_kinder @TheCrick @LordJohnBrowne @JulianDownward @Janehug @RickiePatani @BoultonLab @_helenabrown @LabGandhi… https://t.co/42UE2JUgKe,1,0,_kinder       @_helenabrown …,"['@do', '@TheCrick', '@LordJohnBrowne', '@JulianDownward', '@Janehug', '@RickiePatani', '@BoultonLab', '@LabGandhi']",[],[' https://t.co/42UE2JUgKe'],kinder       helenabrown …,"[kinder,       , helenabrown, …]","['kinder', '      ', 'helenabrown', '…']",kinder        helenabrown …
615,1643730898000,Jules (she/her),PickneyAfro,PPE to go up in smoke - literally - as the bill for waste tops £10 billion - Good Law Project... #COVID #PPE… https://t.co/JN3CiPvWgE,0,0,PPE to go up in smoke - literally - as the bill for waste tops £10 billion - Good Law Project...  …,[],"['#COVID', '#PPE']",[' https://t.co/JN3CiPvWgE'],PPE to go up in smoke  literally  as the bill for waste tops £1 billion  Good Law Project  …,"[PPE, to, go, up, in, smoke,  , literally,  , as, the, bill, for, waste, tops, £, 1, billion,  , Good, Law, Project,  , …]","['PPE', 'smoke', ' ', 'literally', ' ', 'bill', 'waste', 'tops', '£', '1', 'billion', ' ', 'Good', 'Law', 'Project', ' ', '…']",ppe smoke   liter   bill wast top £ 1 billion   good law project   …
616,1643730683000,WellCoachUK,WellCoachUK,"""Alterations in #gut #microbiome associated with long #covid"" 

https://t.co/DICHH2o9b9",0,0,"""Alterations in   associated with long "" 

https://t.co/DICHH2o9b9",[],"['#gut', '#microbiome', '#covid']",[],"Alterations in   associated with long  

httpstcoDICHH2ob","[Alterations, in,   , associated, with, long,  

, httpstcoDICHH2ob]","['Alterations', '  ', 'associated', 'long', ' \n\n', 'httpstcoDICHH2ob']","alter    associ long  

 httpstcodichh2ob"
617,1643730678000,🏴󠁧󠁢󠁷󠁬󠁳󠁿 Kerys Sheppard (hi/ei | she/her),kerys1980,"• It's NOT ""just a cold""
• It DOES affect children
• It DOESN'T always get better in two weeks

Beautiful 11 year o… https://t.co/V61jvggnR3",3,0,"• It's NOT ""just a cold""
• It DOES affect children
• It DOESN'T always get better in two weeks

Beautiful 11 year o…",[],[],[' https://t.co/V61jvggnR3'],"• Its NOT just a cold
• It DOES affect children
• It DOESNT always get better in two weeks

Beautiful 11 year o…","[•, Its, NOT, just, a, cold, 
, •, It, DOES, affect, children, 
, •, It, DOESNT, always, get, better, in, two, weeks, 

, Beautiful, 11, year, o, …]","['•', 'cold', '\n', '•', 'affect', 'children', '\n', '•', 'DOESNT', 'better', 'weeks', '\n\n', 'Beautiful', '11', 'year', 'o', '…']","• cold 
 • affect children 
 • doesnt better week 

 beauti 11 year o …"
618,1643730569000,Abi Butcher,abi_butcher,"Has anyone had a problem getting a Covid recovery certificate recognised in France? 

#travel #covid #ski",1,0,Has anyone had a problem getting a Covid recovery certificate recognised in France?,[],"['#travel', '#covid', '#ski']",[],Has anyone had a problem getting a Covid recovery certificate recognised in France,"[Has, anyone, had, a, problem, getting, a, Covid, recovery, certificate, recognised, in, France]","['problem', 'getting', 'Covid', 'recovery', 'certificate', 'recognised', 'France']",problem get covid recoveri certif recognis franc
619,1643730301000,isirv antiviral,isirvAVG,"@pfizer set to request emergency approval of #COVID-19 vaccine for children younger than 5 
https://t.co/YrhL16HHT4",0,0,"set to request emergency approval of -19 vaccine for children younger than 5 
https://t.co/YrhL16HHT4",['@pfizer'],['#COVID'],[],"set to request emergency approval of 1 vaccine for children younger than 5 
httpstcoYrhL16HHT4","[set, to, request, emergency, approval, of, 1, vaccine, for, children, younger, than, 5, 
, httpstcoYrhL16HHT4]","['set', 'request', 'emergency', 'approval', '1', 'vaccine', 'children', 'younger', '5', '\n', 'httpstcoYrhL16HHT4']","set request emerg approv 1 vaccin children younger 5 
 httpstcoyrhl16hht4"
620,1643730297000,Phil 🇨🇵EU🇬🇧 #johnsonout,PhilRean,#JohnsonOut  we have beat  #covid . https://t.co/u4bHXS5D6K,0,0,we have beat   .,[],"['#JohnsonOut', '#covid']",[' https://t.co/u4bHXS5D6K'],we have beat   ,"[we, have, beat,   ]","['beat', '  ']",beat   
621,1643730246000,Craig Barber,Barbwire_Design,"Lakelands Hospice @lakelandshospice NEEDS YOU!

Now more than ever, as we recover and adapt to life after #Covid. W… https://t.co/t6tvNYco6U",0,0,"Lakelands Hospice  NEEDS YOU!

Now more than ever, as we recover and adapt to life after . W…",['@lakelandshospice'],['#Covid'],[' https://t.co/t6tvNYco6U'],"Lakelands Hospice  NEEDS YOU

Now more than ever as we recover and adapt to life after  W…","[Lakelands, Hospice,  , NEEDS, YOU, 

, Now, more, than, ever, as, we, recover, and, adapt, to, life, after,  , W, …]","['Lakelands', 'Hospice', ' ', 'NEEDS', '\n\n', 'recover', 'adapt', 'life', ' ', 'W', '…']","lakeland hospic   need 

 recov adapt life   w …"
622,1643730140000,Passenger Terminal World,PTWmag,LEGISLATION | @ACI_EUROPE and @IATA urge #EU states to remove travel restrictions for all vaccinated passengers… https://t.co/I2dfgTxYt3,2,0,LEGISLATION | _EUROPE and  urge  states to remove travel restrictions for all vaccinated passengers…,"['@ACI', '@IATA']",['#EU'],[' https://t.co/I2dfgTxYt3'],LEGISLATION  EUROPE and  urge  states to remove travel restrictions for all vaccinated passengers…,"[LEGISLATION,  , EUROPE, and,  , urge,  , states, to, remove, travel, restrictions, for, all, vaccinated, passengers, …]","['LEGISLATION', ' ', 'EUROPE', ' ', 'urge', ' ', 'states', 'remove', 'travel', 'restrictions', 'vaccinated', 'passengers', '…']",legisl   europ   urg   state remov travel restrict vaccin passeng …
623,1643730125000,The NFT Rebel,TheNFTRebel,"Play-to-Earn Your Place in The Metaverse: Call Of Meta
https://t.co/PHdqygRNSH
#covid #Metaverse #NFTCommunity #NFTs #PlayToEarn",9,0,"Play-to-Earn Your Place in The Metaverse: Call Of Meta
https://t.co/PHdqygRNSH",[],"['#covid', '#Metaverse', '#NFTCommunity', '#NFTs', '#PlayToEarn']",[],"PlaytoEarn Your Place in The Metaverse Call Of Meta
httpstcoPHdqygRNSH","[PlaytoEarn, Your, Place, in, The, Metaverse, Call, Of, Meta, 
, httpstcoPHdqygRNSH]","['PlaytoEarn', 'Place', 'Metaverse', 'Meta', '\n', 'httpstcoPHdqygRNSH']","playtoearn place metavers meta 
 httpstcophdqygrnsh"
624,1643730110000,tadzio_mueller,MuellerTadzio,"""#Marijuana may cause cognitive impairment even when not still high""

well, i suppose that's a small price to pay f… https://t.co/os1SxQnNjA",0,0,""" may cause cognitive impairment even when not still high""

well, i suppose that's a small price to pay f…",[],['#Marijuana'],[' https://t.co/os1SxQnNjA']," may cause cognitive impairment even when not still high

well i suppose thats a small price to pay f…","[ , may, cause, cognitive, impairment, even, when, not, still, high, 

, well, i, suppose, that, s, a, small, price, to, pay, f, …]","[' ', 'cause', 'cognitive', 'impairment', 'high', '\n\n', 'suppose', 's', 'small', 'price', 'pay', 'f', '…']","  caus cognit impair high 

 suppos s small price pay f …"
625,1643730002000,Healthwatch Staffs,HWStaffordshire,"👉New walk-in Covid-19 vaccination clinics are available across Staffordshire now.
No appointment needed.
Find one i… https://t.co/I7CmBu1aeQ",0,0,"👉New walk-in Covid-19 vaccination clinics are available across Staffordshire now.
No appointment needed.
Find one i…",[],[],[' https://t.co/I7CmBu1aeQ'],"👉New walkin Covid1 vaccination clinics are available across Staffordshire now
No appointment needed
Find one i…","[👉, New, walkin, Covid1, vaccination, clinics, are, available, across, Staffordshire, now, 
, No, appointment, needed, 
, Find, one, i, …]","['👉', 'New', 'walkin', 'Covid1', 'vaccination', 'clinics', 'available', 'Staffordshire', '\n', 'appointment', 'needed', '\n', 'Find', '…']","👉 new walkin covid1 vaccin clinic avail staffordshir 
 appoint need 
 find …"
626,1643729585000,Focussed Magazine,Focussedmag,"Lakelands Hospice @lakelandshospice NEEDS YOU!

Now more than ever, as we recover and adapt to life after #Covid. W… https://t.co/0aiibrTJgR",0,0,"Lakelands Hospice  NEEDS YOU!

Now more than ever, as we recover and adapt to life after . W…",['@lakelandshospice'],['#Covid'],[' https://t.co/0aiibrTJgR'],"Lakelands Hospice  NEEDS YOU

Now more than ever as we recover and adapt to life after  W…","[Lakelands, Hospice,  , NEEDS, YOU, 

, Now, more, than, ever, as, we, recover, and, adapt, to, life, after,  , W, …]","['Lakelands', 'Hospice', ' ', 'NEEDS', '\n\n', 'recover', 'adapt', 'life', ' ', 'W', '…']","lakeland hospic   need 

 recov adapt life   w …"
627,1643729419000,Platts Oil,PlattsOil,#ICYMI There's growing optimism that 2022 will turn out to be the strongest year for Asian #oil demand since the ou… https://t.co/ToN3V75lmm,1,0,There's growing optimism that 2022 will turn out to be the strongest year for Asian  demand since the ou…,[],"['#ICYMI', '#oil']",[' https://t.co/ToN3V75lmm'],Theres growing optimism that 222 will turn out to be the strongest year for Asian  demand since the ou…,"[There, s, growing, optimism, that, 222, will, turn, out, to, be, the, strongest, year, for, Asian,  , demand, since, the, ou, …]","['s', 'growing', 'optimism', '222', 'turn', 'strongest', 'year', 'Asian', ' ', 'demand', 'ou', '…']",s grow optim 222 turn strongest year asian   demand ou …
628,1643729417000,EPUT,EPUTNHS,"Walk-in or book your #Covid-19 #jabs at our Bury St Edmunds vaccination centre THIS WEEK.

Tuesday 1 Feb - 9:30-6:3… https://t.co/bpw6bwvaCQ",0,0,"Walk-in or book your -19  at our Bury St Edmunds vaccination centre THIS WEEK.

Tuesday 1 Feb - 9:30-6:3…",[],"['#Covid', '#jabs']",[' https://t.co/bpw6bwvaCQ'],"Walkin or book your 1  at our Bury St Edmunds vaccination centre THIS WEEK

Tuesday 1 Feb  363…","[Walkin, or, book, your, 1,  , at, our, Bury, St, Edmunds, vaccination, centre, THIS, WEEK, 

, Tuesday, 1, Feb,  , 363, …]","['Walkin', 'book', '1', ' ', 'Bury', 'St', 'Edmunds', 'vaccination', 'centre', 'WEEK', '\n\n', 'Tuesday', '1', 'Feb', ' ', '363', '…']","walkin book 1   buri st edmund vaccin centr week 

 tuesday 1 feb   363 …"
629,1643729292000,Shane Woodford,WoodfordinDK,"#Germany is reporting 162,613 #COVID19 infections and 188 more #coronavirus deaths on Monday. There are 1,215 more… https://t.co/1fgANolIN3",1,1,"is reporting 162,613  infections and 188 more  deaths on Monday. There are 1,215 more…",[],"['#Germany', '#COVID19', '#coronavirus']",[' https://t.co/1fgANolIN3'],is reporting 162613  infections and 188 more  deaths on Monday There are 1215 more…,"[is, reporting, 162613,  , infections, and, 188, more,  , deaths, on, Monday, There, are, 1215, more, …]","['reporting', '162613', ' ', 'infections', '188', ' ', 'deaths', 'Monday', '1215', '…']",report 162613   infect 188   death monday 1215 …
630,1643729277000,Dr Graham Lloyd-Jones,DrGrahamLJ,"@trussliz Dear Liz, please take a look at the mouth care guidance we are offering our #COVID-19 patients… https://t.co/QDvVo4uzbl",0,0,"Dear Liz, please take a look at the mouth care guidance we are offering our -19 patients…",['@trussliz'],['#COVID'],[' https://t.co/QDvVo4uzbl'],Dear Liz please take a look at the mouth care guidance we are offering our 1 patients…,"[Dear, Liz, please, take, a, look, at, the, mouth, care, guidance, we, are, offering, our, 1, patients, …]","['Dear', 'Liz', 'look', 'mouth', 'care', 'guidance', 'offering', '1', 'patients', '…']",dear liz look mouth care guidanc offer 1 patient …
631,1643729179000,Dr Eleanor Draeger,elsdraeger,"Day 7 in the #Covid house.  14yo still testing positive, which he is furious about, as he wanted to go back to scho… https://t.co/qRJHJjUwaV",0,0,"Day 7 in the  house.  14yo still testing positive, which he is furious about, as he wanted to go back to scho…",[],['#Covid'],[' https://t.co/qRJHJjUwaV'],Day 7 in the  house  14yo still testing positive which he is furious about as he wanted to go back to scho…,"[Day, 7, in, the,  , house,  , 14yo, still, testing, positive, which, he, is, furious, about, as, he, wanted, to, go, back, to, scho, …]","['Day', '7', ' ', 'house', ' ', '14yo', 'testing', 'positive', 'furious', 'wanted', 'scho', '…']",day 7   hous   14yo test posit furiou want scho …
